Month Name,Agency,Description,Borough,# of Incidents,Response Times
2015 / 10,FDNY,Average response time to non-fire emergencies,Bronx,5785,508.01
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2354,470.20
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,421,48.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,421,49.41
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,421,1.43
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,421,0.48
2015 / 10,FDNY,Average response time to structural fires,Manhattan,310,304.27
2015 / 10,FDNY,Average response time to non-structural fires,Manhattan,189,371.02
2015 / 10,FDNY,Average response time to non-fire emergencies,Manhattan,7052,486.78
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,3006,474.13
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,499,46.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,499,51.70
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,499,1.40
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,499,0.20
2015 / 10,FDNY,Average response time to structural fires,Queens,241,307.78
2015 / 10,FDNY,Average response time to non-structural fires,Queens,173,357.87
2015 / 10,FDNY,Average response time to non-fire emergencies,Queens,5682,517.13
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2677,452.83
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,414,44.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,414,52.42
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,414,2.66
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,414,0.24
2015 / 10,FDNY,Average response time to structural fires,Staten Island,47,282.00
2015 / 10,FDNY,Average response time to non-structural fires,Staten Island,52,370.10
2015 / 10,FDNY,Average response time to non-fire emergencies,Staten Island,1315,491.92
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,603,443.62
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,99,49.49
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,99,48.48
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,99,2.02
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,99,0.00
2015 / 10,FDNY,Average response time to non-fire emergencies,Unspecified,6,757.33
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,348.50
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12966,482.71
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10719,529.29
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11494,510.75
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8470,518.13
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1967,472.58
2015 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,9,509.78
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,744,437.50
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12071,542.13
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,28260,673.96
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8126,58.10
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,555,437.42
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10194,565.95
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,23319,719.52
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,7080,55.20
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,577,422.71
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10661,549.26
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,23775,748.85
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7414,63.23
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,535,462.07
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,7895,584.92
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18220,663.59
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5239,46.90
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,131,447.75
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1834,534.89
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4045,592.99
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1262,57.21
2015 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,623.00
2015 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,9,539.22
2015 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,52,948.23
2015 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,4,50.00
2015 / 09,FDNY,Average response time to structural fires,Brooklyn,368,259.71
2015 / 09,FDNY,Average response time to non-structural fires,Brooklyn,282,315.68
2015 / 09,FDNY,Average response time to non-fire emergencies,Brooklyn,7962,444.41
2015 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3914,407.74
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,650,72.00
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,650,26.00
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,650,1.85
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,650,0.15
2015 / 09,FDNY,Average response time to structural fires,Bronx,256,318.00
2015 / 09,FDNY,Average response time to non-structural fires,Bronx,167,366.98
2015 / 09,FDNY,Average response time to non-fire emergencies,Bronx,5375,523.06
2015 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2401,474.70
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,423,38.30
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,423,58.63
2015 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,423,3.07
